"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","tweets"
"5882",227,"CleanÌ†ΩÌ∂• #extremegaming #videogames #deskspace #custompc #pcbuild #gamingsetup #extremepc #pcgamingsetup #gamer‚Ä¶ https://t.co/XWJ6nSHeYV",FALSE,1,NA,2018-05-03 11:35:16,TRUE,NA,992004659706519552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","premiumtech5",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5883",228,"The theme of the room gives me a chill  feelingÌ†ΩÌ¥• #extremegaming #videogames #deskspace #custompc #pcbuild‚Ä¶ https://t.co/5GTptkplnR",FALSE,0,NA,2018-05-03 11:34:53,TRUE,NA,992004563220692992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","premiumtech5",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5884",229,"RT @SKP_93: @ASUSIndia @JeetKumar33 @Flipkart Long time waiting for asus mobile in india market.@ASUSIndia @Flipkart 
#ASUS
#UnbeaatablePer‚Ä¶",FALSE,0,NA,2018-05-03 11:33:23,FALSE,NA,992004189482926080,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chakracool99",3,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5885",230,"#Asus Zenfone Max Pro M1 (Grey, 64 GB)  (4 GB RAM) #AsusZenfoneMaxProM1 
#ZenfoneMaxProM1 

5.99 inch Full HD+ Disp‚Ä¶ https://t.co/TvKeKFwF6A",FALSE,0,NA,2018-05-03 11:28:27,TRUE,NA,992002947176218624,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BestDeals_Alert",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5886",231,"RT @exploregizmoo: Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/O‚Ä¶",FALSE,0,NA,2018-05-03 11:28:08,FALSE,NA,992002866318577664,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","furkanajans755",14,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5887",232,"RT @exploregizmoo: Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/O‚Ä¶",FALSE,0,NA,2018-05-03 11:25:52,FALSE,NA,992002293930356736,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eli57238471",14,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5888",233,"RT @exploregizmoo: Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/O‚Ä¶",FALSE,0,NA,2018-05-03 11:24:20,FALSE,NA,992001909396594688,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","P28makeup",14,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5889",234,"RT @exploregizmoo: Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/O‚Ä¶",FALSE,0,NA,2018-05-03 11:23:03,FALSE,NA,992001586565181440,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kamea31",14,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5890",235,"RT @exploregizmoo: Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/O‚Ä¶",FALSE,0,NA,2018-05-03 11:22:30,FALSE,NA,992001449474355200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","raissaf26612936",14,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5891",236,"#ASUS ET2324IUT-C2 All-in-One #Desktop 23-inch 10-point touch #Windows8.1 Intel 4th Gen i5 8GB DDR3 2TB HDD‚Ä¶ https://t.co/LO8O5qr97l",FALSE,0,NA,2018-05-03 11:22:00,TRUE,NA,992001322466529280,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Lucky62058333",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5892",237,"Just ordered new Asus Zenfone max pro m1 from flipkart but with 3GB ram with black color variant #asus... https://t.co/OTimRNcOh7",FALSE,0,NA,2018-05-03 11:07:00,FALSE,NA,991997549639880704,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","exploregizmoo",14,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5893",238,"I bought my Asus F541U #Laptop #Computer yo replace my 4-yr old #Asus X54C, because I was happy with the old one...‚Ä¶ https://t.co/xHEoEMTLwA",FALSE,0,NA,2018-05-03 10:53:12,TRUE,NA,991994073228759040,NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","Megan_and_Grrr",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5894",239,"#ASUS launches #AsusVivoBook15X507 in India at Rs 21990 .  #UnbeatablePerformer  @ASUSIndia 
https://t.co/KBXWeQlRt5 https://t.co/6JkhUryT7M",FALSE,0,NA,2018-05-03 10:22:25,FALSE,NA,991986327771074560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MyMobileMag",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5895",240,"#ASUS #Vivobook 15 X507 launched in India. Specs, Price, and Offers Here
https://t.co/an6ulyJ45L https://t.co/YiSkVko1XA",FALSE,0,NA,2018-05-03 10:05:45,FALSE,NA,991982132359725056,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mobilengadgets",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5896",241,"RT @himanshu361: Now I don't have to carry two Smartphones because of hybrid sim slots thanks to 
#AsusZenFoneMaxProM1 #Asus @ASUSIndia htt‚Ä¶",FALSE,0,NA,2018-05-03 10:03:23,FALSE,NA,991981536294531072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","himanshu361",1,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5897",242,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:11,FALSE,NA,991980734704488448,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","alokgautam_rock",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5898",243,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:10,FALSE,NA,991980730157846528,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","vikrant655",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5899",244,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:08,FALSE,NA,991980719147814912,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","aryngpt20",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5900",245,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:06,FALSE,NA,991980714055950336,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","rajsharma_et",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5901",246,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:05,FALSE,NA,991980708880101376,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","falakgupta15",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5902",247,"RT @TheTechloMedia: #Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,0,NA,2018-05-03 10:00:04,FALSE,NA,991980701712093184,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","AaravSh05801050",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5903",248,"#Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/AyFUq5eDxs https://t.co/yglqJG8F6a",FALSE,0,NA,2018-05-03 09:16:50,FALSE,NA,991969824040337408,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","TechieDeepika",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5904",249,"#Asus launches its first Android Go Phone ‚Äò#AsusZenfoneLiveL1‚Äô https://t.co/wsSzAJ4Mfz https://t.co/mTKz7ZI0Rw",FALSE,7,NA,2018-05-03 09:16:50,FALSE,NA,991969823025319936,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","TheTechloMedia",6,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5905",250,"#Asus launches its first Android Go Phone ‚ÄòAsus Zenfone Live L1‚Äô https://t.co/nsoGpV6m9X #smartphone #asusphones",FALSE,0,NA,2018-05-03 09:15:27,FALSE,NA,991969474168410112,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","pavitraputul",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5906",251,"#Asus launches its first Android Go Phone ‚Äò#Asus Zenfone Live L1‚Äô #Smartphone #AsusPhones #AsusZenfoneLiveL1‚Ä¶ https://t.co/b09Q8wojWU",FALSE,0,NA,2018-05-03 09:15:10,TRUE,NA,991969405478240256,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","TheTechloMedia",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5907",252,"#Asus launches its first Android Go Phone ‚Äò#Asus Zenfone Live L1‚Äô #Smartphone #AsusPhones #AsusZenfoneLiveL1‚Ä¶ https://t.co/Zq4Yi4JB0M",FALSE,0,NA,2018-05-03 09:15:10,TRUE,NA,991969403280470016,NA,"<a href=""https://social.techlomedia.in/"" rel=""nofollow"">TMedia Social</a>","deepanker70",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5908",253,"#Asus #Zenfone #Max #Pro #M1 with Powerful Battery - Direct Battle on #Xiaomi #Redmi #Note #5 #Pro‚Ä¶ https://t.co/3BhajtMvGE",FALSE,0,NA,2018-05-03 09:11:47,TRUE,NA,991968554097487872,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","technewsky",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5909",254,"RT @aries_wa: #Destiny2 Public Event Heats Up My CPU! 
#hot #tech #asus #ROG #PC #fps #streaming #stream #live #game #gameplay #blizzardgam‚Ä¶",FALSE,0,NA,2018-05-03 09:08:25,FALSE,NA,991967703803015168,NA,"<a href=""https://www.discoveringmypathblog.wordpress.com"" rel=""nofollow"">iosdevsrus</a>","ReadySetStream2",1,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5910",255,"I've just entered to win an #ASUS #ZenBook ! https://t.co/mXsCnusyFb",FALSE,0,NA,2018-05-03 09:07:20,FALSE,NA,991967433782050816,NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","JayMcL1978",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5911",256,"RT @sumedh0123: Asus Zenfone Max Pro M1 which went for sale today at 12pm IST was sold out in 9 mins. #AsusZenfoneMaxProM1 #Asus #Flipkart‚Ä¶",FALSE,0,NA,2018-05-03 08:56:44,FALSE,NA,991964765730803712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","netrapatil11",1,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5912",257,"RT @shahzisme: Taiwan Excellence Intercollege Battleground 2018 - Kicking Off at The Pantheon #Acer #ASUS #College #eSports #Malaysia https‚Ä¶",FALSE,0,NA,2018-05-03 08:48:28,FALSE,NA,991962684760510464,NA,"<a href=""http://collegeesports.com/"" rel=""nofollow"">collegeesportsnews</a>","college_esports",1,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5913",258,"RT @PokdeDotNet: Taiwan Excellence Intercollege Battleground 2018 - Kicking Off at The Pantheon #Acer #ASUS #College #eSports #Malaysia htt‚Ä¶",FALSE,0,NA,2018-05-03 08:48:23,FALSE,NA,991962662304182272,NA,"<a href=""http://collegeesports.com/"" rel=""nofollow"">collegeesportsnews</a>","college_esports",2,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5914",259,"RT @digitindia: Thinking of picking up the Asus Zenfone Max Pro M1 instead of the #Xiaomi #redminote5 Pro? The sale is on, but don't forget‚Ä¶",FALSE,0,NA,2018-05-03 08:46:00,FALSE,NA,991962065815322624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tejaschogale",2,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5915",260,"@ASUSIndia The #ZenfoneMaxProM1 was unveiled in India by #Asus last week
https://t.co/NdkOo7WKZF",FALSE,0,"ASUSIndia",2018-05-03 08:44:22,FALSE,NA,991961654895112192,34537386,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","themobileindian",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5916",261,"RT @GizmoChina: ASUS Zenfone Live L1 Launched In Indonesia https://t.co/cbNjbouigo
#asus #zenfone",FALSE,0,NA,2018-05-03 08:28:43,FALSE,NA,991957713331671040,NA,"<a href=""http://todoenpc.serveblog.net/"" rel=""nofollow"">TodoEnPC</a>","TodoenpcVE",4,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5917",262,"Taiwan Excellence Intercollege Battleground 2018 - Kicking Off at The Pantheon #Acer #ASUS #College #eSports‚Ä¶ https://t.co/QaBMmtAPBb",FALSE,4,NA,2018-05-03 08:25:26,TRUE,NA,991956888626565120,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","PokdeDotNet",2,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5918",263,"Taiwan Excellence Intercollege Battleground 2018 - Kicking Off at The Pantheon #Acer #ASUS #College #eSports‚Ä¶ https://t.co/37qgy2a1SS",FALSE,0,NA,2018-05-03 08:25:09,TRUE,NA,991956817570910208,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","shahzisme",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5919",264,"#AsusZenfoneMaxProM1 which went for sale today at 12pm IST was sold out in 2 mins!# #Asus #Flipkart #sale‚Ä¶ https://t.co/Z9qmLrroHG",FALSE,0,NA,2018-05-03 08:23:14,TRUE,NA,991956333644496896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","basushamik",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5920",265,"@ASUSIndia @JeetKumar33 @Flipkart Long time waiting for asus mobile in india market.@ASUSIndia @Flipkart 
#ASUS‚Ä¶ https://t.co/V8YXXHJ7TK",FALSE,4,"ASUSIndia",2018-05-03 08:18:53,TRUE,989923320098447360,991955239904268288,34537386,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKP_93",3,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5921",266,"RT @Foritain: Looks good to me :D #techtesters #asus #rog #republicofgamers #motherboard #pc #pcmr #pcmasterrace #tech #instatech #technolo‚Ä¶",FALSE,0,NA,2018-05-03 08:14:21,FALSE,NA,991954099041062912,NA,"<a href=""https://www.arctoplabs.com"" rel=""nofollow"">ArcTopLabsBot</a>","arctoplabs",2,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5922",267,"RT @JeetKumar33: @ASUSIndia @Flipkart All done 
#ASUS
#UnbeaatablePerformer

@JeetKumar33 
@india4contests 
@SekharS79884024 
@Imsekharbabu‚Ä¶",FALSE,0,NA,2018-05-03 08:11:24,FALSE,NA,991953356728889344,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prakashcool33",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5923",268,"RT @JeetKumar33: @ASUSIndia @Flipkart All done 
#ASUS
#UnbeaatablePerformer

@JeetKumar33 
@india4contests 
@SekharS79884024 
@Imsekharbabu‚Ä¶",FALSE,0,NA,2018-05-03 08:11:12,FALSE,NA,991953307164798976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SubhashMajhi3",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5924",269,"RT @JeetKumar33: @ASUSIndia @Flipkart All done 
#ASUS
#UnbeaatablePerformer

@JeetKumar33 
@india4contests 
@SekharS79884024 
@Imsekharbabu‚Ä¶",FALSE,0,NA,2018-05-03 08:10:25,FALSE,NA,991953108212183040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKP_93",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5925",270,"RT @JeetKumar33: @ASUSIndia @Flipkart All done 
#ASUS
#UnbeaatablePerformer

@JeetKumar33 
@india4contests 
@SekharS79884024 
@Imsekharbabu‚Ä¶",FALSE,0,NA,2018-05-03 08:09:44,FALSE,NA,991952937969577984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chakracool99",6,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5926",271,"I've just entered to win an #ASUS #ZenBook ! https://t.co/vlGUokzjc9",FALSE,0,NA,2018-05-03 08:09:40,FALSE,NA,991952922526265344,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","greebobbo",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5927",272,"@ASUSIndia @Flipkart All done 
#ASUS
#UnbeaatablePerformer

@JeetKumar33 
@india4contests 
@SekharS79884024‚Ä¶ https://t.co/4gK7HXWsNB",FALSE,5,"ASUSIndia",2018-05-03 08:09:12,TRUE,989923320098447360,991952804984930304,34537386,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeetKumar33",6,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5928",273,"ZenFone Max Pro M1 Launch: How Asus Made the ZenFone Max Pro M1 for India 
https://t.co/BABsMLc5AM
#ZenfoneMaxPro‚Ä¶ https://t.co/N8T2WcktZ0",FALSE,0,NA,2018-05-03 08:06:51,TRUE,NA,991952209993580544,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vedalaphani",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5929",274,"#Asus Says It Will Spend Rs 100 Crore on Marketing And Promotions in #India This Year. https://t.co/blKjmbOpCJ",FALSE,0,NA,2018-05-03 07:57:46,FALSE,NA,991949927839338496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","techsingha",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5930",275,"#Asus Zenfone Live L1 announced with Face Recognition feature #Android #Smartphone #AsusZenfoneLiveL1 https://t.co/i6dq7Ip0ym",FALSE,0,NA,2018-05-03 07:21:31,FALSE,NA,991940804120752128,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mobitabspecs",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5931",276,"#Asus Zenfone Live L1 announced with Face Recogniton feature https://t.co/W7MgfzQagW https://t.co/ME0ScQhlvo",FALSE,0,NA,2018-05-03 07:18:52,FALSE,NA,991940134688960512,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","mobitabspecs",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5932",277,"RT @cryptocoin_x: #ASUS #ROG #STRIX X299 #EGAMING #LGA2066 DDR4 M.2 USB 3.1 802.11AC WIFI X299 #ATX #Motherboard for #IntelCoreXSeries #Pro‚Ä¶",FALSE,0,NA,2018-05-03 07:18:09,FALSE,NA,991939955088936960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rupinder2703",1,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5933",278,"Oneplus One with unofficial LineageOS 15.1 doesn't seem to work with DAC thru OTG cable. #android #LineageOS #Asus #XonarU3",FALSE,0,NA,2018-05-03 07:17:23,FALSE,NA,991939763023233024,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iseek4edmund",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5934",279,"#ASUS #ZenFone now supported #architectural https://t.co/lvInPXFXwp",FALSE,0,NA,2018-05-03 07:10:07,FALSE,NA,991937933367275520,NA,"<a href=""http://www.standard3d.com"" rel=""nofollow"">Tweetinator</a>","standard3d",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5935",280,".@PaytmMall, @ASUSIndia enter into tie-up, to launch initiatives to enhance offline-online experience. #PayTM #ASUS‚Ä¶ https://t.co/xlQmMX3lZg",FALSE,14,NA,2018-05-03 07:05:02,TRUE,NA,991936653890609152,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","YourStoryCo",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5936",281,"#TechNews Thinking of picking up the Asus Zenfone Max Pro M1 instead of the #Xiaomi #redminote5 Pro? The sale is on‚Ä¶ https://t.co/wPPys15BVD",FALSE,0,NA,2018-05-03 07:03:34,TRUE,NA,991936283831422976,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","infiyou",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5937",282,"#TechNews The Asus X507 will come in various configurations, but all variants will sport one m.2 slot for storage u‚Ä¶ https://t.co/IJ1jEHuZya",FALSE,0,NA,2018-05-03 07:03:30,TRUE,NA,991936270719909888,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","infiyou",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5938",283,"#Asus #ZenfoneMaxProM1 goes on sale today: Better than #RedmiNote5Pro ?

https://t.co/tI7X0sZnBJ",FALSE,0,NA,2018-05-03 06:59:45,FALSE,NA,991935327072849920,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shahdimple614",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5939",284,"Asus Zenfone Max Pro M1 out of stock on Flipkart #Asus Ì†ΩÌ∏ê",FALSE,0,NA,2018-05-03 06:55:39,FALSE,NA,991934292174540800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RangaBk225",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5940",285,"Messing with PC color schemes tonight! #razer #chroma #aura #asus #gskill #inwin #CoolerMaster #blueyeti https://t.co/eMXuuhruYS",FALSE,3,NA,2018-05-03 06:53:25,FALSE,NA,991933732323037184,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexbourlotos",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5941",286,"#ASUS #ROG #STRIX X299 #EGAMING #LGA2066 DDR4 M.2 USB 3.1 802.11AC WIFI X299 #ATX #Motherboard for‚Ä¶ https://t.co/ZFOjcd4GdJ",FALSE,1,NA,2018-05-03 06:49:21,TRUE,NA,991932709797793792,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cryptocoin_x",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5942",287,"RT @digitindia: Thinking of picking up the Asus Zenfone Max Pro M1 instead of the #Xiaomi #redminote5 Pro? The sale is on, but don't forget‚Ä¶",FALSE,0,NA,2018-05-03 06:48:19,FALSE,NA,991932446475214848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YuviRaaj18",2,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5943",288,"Thinking of picking up the Asus Zenfone Max Pro M1 instead of the #Xiaomi #redminote5 Pro? The sale is on, but don'‚Ä¶ https://t.co/pwvVFZJcss",FALSE,3,NA,2018-05-03 06:44:02,TRUE,NA,991931370573250560,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","digitindia",2,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5944",289,"The Vivobook X507 is part of a slew of devices that @ASUS is launching exclusively on #Paytm Mall
#Asus  
https://t.co/n2FWtlMt1h",FALSE,2,NA,2018-05-03 06:42:56,FALSE,NA,991931093623320576,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheWeekLive",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5945",290,"Asus Zenfone Max Pro M1 which went for sale today at 12pm IST was sold out in 9 mins. #AsusZenfoneMaxProM1 #Asus #Flipkart #sale",FALSE,3,NA,2018-05-03 06:42:24,FALSE,NA,991930960651390976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sumedh0123",1,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5946",291,"RT @Foritain: Looks good to me :D #techtesters #asus #rog #republicofgamers #motherboard #pc #pcmr #pcmasterrace #tech #instatech #technolo‚Ä¶",FALSE,0,NA,2018-05-03 06:30:56,FALSE,NA,991928074290647040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaiKrishanKumar",2,TRUE,FALSE,NA,NA,"ASUSZenBook"
"5947",292,"Pre-Order Asus ZenFone Max Pro M1 via Flipkart Today #Asus #AsusIndia #ZenFoneMaxPro https://t.co/blv2JuG7Ex https://t.co/PijinrneRD",FALSE,1,NA,2018-05-03 06:29:22,FALSE,NA,991927678688284672,NA,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","Andro_Root",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5948",293,"Looks good to me :D #techtesters #asus #rog #republicofgamers #motherboard #pc #pcmr #pcmasterrace #tech #instatech‚Ä¶ https://t.co/K2d44XyubH",FALSE,9,NA,2018-05-03 06:27:27,TRUE,NA,991927196074770432,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Foritain",2,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5949",294,"Asus ZenFone Max Pro M1 pre-orders to start at 12pm in India via Flipkart
#AsusZenfoneMaxProM1 #Asus @ASUS 
https://t.co/KPYRbpUG7t",FALSE,2,NA,2018-05-03 06:26:54,FALSE,NA,991927059281674240,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NewsX",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
"5950",295,"#Asus Zenfone Max Pro M1 pre-order starts at 12 Noon on #Flipkart https://t.co/GWMwATQb4R
#UnbeatablePerformer #PreOrderAlert #ZenfonemaxPro",FALSE,0,NA,2018-05-03 06:12:46,FALSE,NA,991923499827716096,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BintooShoots",0,FALSE,FALSE,NA,NA,"ASUSZenBook"
